gene_id	lib_1	lib_2	lib_3	lib_4
gene_98	0	0	0	0
gene_99	0	0	0	0
gene_100	0	0	0	0
gene_101	0	0	0	0
gene_102	0	0	0	0
gene_103	0	0	0	0
gene_104	0	0	0	0
gene_105	0	0	0	0
gene_106	0	0	0	0
gene_107	0	0	0	0
gene_108	0	0	0	0
gene_109	0	0	0	0
gene_110	0	0	0	0
gene_111	0	0	0	0
gene_112	0	0	0	0
gene_113	0	0	0	0
gene_114	0	0	0	0
gene_115	0	0	0	0
gene_116	0	0	0	0
gene_117	0	0	0	0
gene_118	0	0	0	0
gene_119	0	0	0	0
gene_120	0	0	0	0
gene_121	0	0	0	0
gene_122	0	0	0	0
gene_123	0	0	0	0
gene_124	0	0	0	0
gene_125	0	0	0	0
gene_126	0	0	0	0
gene_127	0	0	0	0
gene_128	0	0	0	0
gene_129	0	0	0	0
gene_130	0	0	0	0
gene_131	0	0	0	0
gene_132	0	0	0	0
gene_133	0	0	0	0
gene_134	0	0	0	0
gene_135	0	0	0	0
gene_136	0	0	0	0
gene_137	0	0	0	0
gene_138	0	0	0	0
gene_139	0	0	0	0
gene_140	0	0	0	0
gene_141	0	0	0	0
gene_142	0	0	0	0
gene_143	0	0	0	0
gene_144	0	0	0	0
gene_145	0	0	0	0
gene_146	0	0	0	0
gene_147	0	0	0	0
gene_148	0	0	0	0
gene_149	0	0	0	0
gene_150	0	0	0	0
gene_151	0	0	0	0
gene_152	0	0	0	0
gene_153	0	0	0	0
gene_154	0	0	0	0
gene_155	0	0	0	0
gene_156	0	0	0	0
gene_157	0	0	0	0
gene_158	0	0	0	0
gene_159	0	0	0	0
gene_160	0	0	0	0
gene_161	0	0	0	0
gene_162	0	0	0	0
gene_163	0	0	0	0
gene_164	0	0	0	0
gene_165	0	0	0	0
gene_166	0	0	0	0
gene_167	0	0	0	0
gene_168	0	0	0	0
gene_169	0	0	0	0
gene_170	0	0	0	0
gene_171	0	0	0	0
gene_172	0	0	0	0
gene_173	0	0	0	0
gene_174	0	0	0	0
gene_175	0	0	0	0
gene_176	0	0	0	0
gene_177	0	0	0	0
gene_178	0	0	0	0
gene_179	0	0	0	0
gene_180	0	0	0	0
gene_181	0	0	0	0
gene_182	0	0	0	0
gene_183	0	0	0	0
gene_184	0	0	0	0
gene_185	0	0	0	0
gene_186	0	0	0	0
gene_187	0	0	0	0
gene_188	0	0	0	0
gene_189	0	0	0	0
gene_190	0	0	0	0
gene_191	0	0	0	0
gene_192	0	0	0	0
gene_193	0	0	0	0
gene_194	0	0	0	0
gene_195	0	0	0	0
gene_196	0	0	0	0
gene_197	0	0	0	0
gene_198	0	0	0	0
gene_199	0	0	0	0
gene_200	0	0	0	0
gene_201	0	0	0	0
gene_202	0	0	0	0
gene_203	0	0	0	0
gene_204	0	0	0	0
gene_205	0	0	0	0
gene_206	0	0	0	0
gene_207	0	0	0	0
gene_208	0	0	0	0
gene_209	0	0	0	0
gene_210	0	0	0	0
gene_211	0	0	0	0
gene_212	0	0	0	0
gene_213	0	0	0	0
gene_214	0	0	0	0
gene_215	0	0	0	0
gene_216	0	0	0	0
gene_217	0	0	0	0
gene_218	0	0	0	0
gene_219	0	0	0	0
gene_220	0	0	0	0
gene_221	0	0	0	0
gene_222	0	0	0	0
gene_223	0	0	0	0
gene_224	0	0	0	0
gene_225	0	0	0	0
gene_226	0	0	0	0
gene_227	0	0	0	0
gene_228	0	0	0	0
gene_229	0	0	0	0
gene_230	0	0	0	0
gene_231	0	0	0	0
gene_232	0	0	0	0
gene_233	0	0	0	0
gene_234	0	0	0	0
gene_235	0	0	0	0
gene_236	0	0	0	0
gene_237	0	0	0	0
gene_238	0	0	0	0
gene_239	0	0	0	0
gene_240	0	0	0	0
gene_241	0	0	0	0
gene_242	0	0	0	0
gene_243	0	0	0	0
gene_244	0	0	0	0
gene_245	0	0	0	0
gene_246	0	0	0	0
gene_247	0	0	0	0
gene_248	0	0	0	0
gene_249	0	0	0	0
gene_250	0	0	0	0
gene_251	0	0	0	0
gene_252	0	0	0	0
gene_253	0	0	0	0
gene_254	0	0	0	0
gene_255	0	0	0	0
gene_256	0	0	0	0
gene_257	0	0	0	0
gene_258	0	0	0	0
gene_259	0	0	0	0
gene_260	0	0	0	0
gene_261	0	0	0	0
gene_262	0	0	0	0
gene_263	0	0	0	0
gene_264	0	0	0	0
gene_265	0	0	0	0
gene_266	0	0	0	0
gene_267	0	0	0	0
gene_268	0	0	0	0
gene_269	0	0	0	0
gene_270	0	0	0	0
gene_271	0	0	0	0
gene_272	0	0	0	0
gene_273	0	0	0	0
gene_274	0	0	0	0
gene_275	0	0	0	0
gene_276	0	0	0	0
gene_277	0	0	0	0
gene_278	0	0	0	0
gene_279	0	0	0	0
gene_280	0	0	0	0
gene_281	0	0	0	0
gene_282	0	0	0	0
gene_283	0	0	0	0
gene_284	0	0	0	0
gene_285	0	0	0	0
gene_286	0	0	0	0
gene_287	0	0	0	0
gene_288	0	0	0	0
gene_289	0	0	0	0
gene_290	0	0	0	0
gene_291	0	0	0	0
gene_292	0.25672833594426	0	0.22158272479202	0.220739385564528
gene_293	1.0912084207773	0	0.230732547098113	0.187695284921334
gene_294	0.615675708587109	0.676855584617206	0.69943438649387	0.514136422419318
gene_295	0.125654155654865	0	0.097008557976705	0
gene_296	0.039044375578246	0.288903709349422	0.165195620077826	0.299708875301716
gene_297	0.02308945101424	0.159216027427282	3.08364083733068	0.175961639924661
gene_298	13.86069054796	9.52467365369406	1.63770801735485	1.50607105893748
gene_299	0.163536858286898	0	0	0
gene_300	0.0275721958026259	0	0	0
gene_301	0.0151197041268016	0	0.0205129460108011	0
gene_302	0	0	0	0
gene_303	0.0545006479576164	0.0196249883361336	0.237349281621136	0.258107451920297
gene_304	0.366745559877191	0.311345999944653	0.392682735619095	0.241737418319649
gene_305	0.159355402366833	0.13548966725525	0.210842627717708	0.101213289382031
gene_306	0	0	0	0
gene_307	0	0	0	0
gene_308	0.167118680966012	0.311994533693415	0.00688130021239918	0
gene_309	0.286696182539904	1.4664534465962	1.14382941299527	1.39589051174972
gene_310	0.241842566324509	0.0912506128804632	0.066030829781974	0.216781075001207
gene_311	0	0	0	0
gene_312	0.115388864697666	0.216371881094124	0.229522594354423	0.241522206154611
gene_313	0.137240074486635	0.119271739344526	0.0298228668314098	0.426625814756691
gene_314	0	0	0	0
gene_315	0.623137178132589	0	0.0619405622377138	0.0559801488714992
gene_316	0.058839136245499	0	0	0
gene_317	0.0318037090970198	0	0	0
gene_318	0.191184004220607	0.629546142684528	0.15315067333975	1.30515025642457
gene_319	0	0	0	0
gene_320	1.36113044871898	0.853058844656636	0.131592368462856	1.13987059175879
gene_321	0.0356337701239501	0.669310660984618	0.5057473611236	0.0875936431116028
gene_322	0.166400970648085	0.192364509697151	0.0996489511933064	1.76113101267305
gene_323	0	0	0	0
gene_324	1.30549641751362	0.914385074230005	1.12676417531411	1.56553009158699
gene_325	0.0231267451298381	0	0	0
gene_326	0.067468958148895	0	0.0147136292648731	3.42086876182635
gene_327	0.0229692059886191	0.0444583106389897	0.0529102736389302	0.0230184867722287
gene_328	2.89276967202468	1.54188224763757	2.03934470967835	4.22307965790798
gene_329	4.37843232347966	10.8199424715862	0.0524057044427715	0.20146131771511
gene_330	1.17760343763349	0	0.363906892552653	0.100321049071334
gene_331	0	0	0.0628749354171201	0.0173464150017291
gene_332	0.348239620327628	0.515974635354688	0.182350905090341	0.152202011707265
gene_333	0.148589754942303	0.0175195103883145	0.0324337425044043	0
gene_334	0.00221206824575049	0.0739894071404967	0	0.00523099258000639
gene_335	0.510248649997143	0.305474921996437	0.0432066877756617	0.26716302219452
gene_336	0.808148723453382	0	0.220888167762034	0
gene_337	0.00584363850997851	0	0	0
gene_338	0	0.00486817685949642	0	59.0755345673892
gene_339	0.155506986883062	0.157113153463176	0.133764413497318	0.244487508359436
gene_340	0	0	0	0
gene_341	1.4619707474536	0.0031878341835766	0.0347519661915779	12.9633253300607
gene_342	0.0062879162433599	0	0	0
gene_343	0.391307692469324	22.9609484710088	0.0915958456736485	0.00355828270079166
gene_344	0.118440331633671	0.100656427946403	0.0700547595193533	1.02460226776427
gene_345	0	0	0	0
gene_346	0.335402956877866	0.0519767767989083	22.3606450589665	0.0413632945605151
gene_347	0.213320903977665	1.15684959869026	0.224866516333672	0.955918159599496
gene_348	0	0	0.00614327111303634	0
gene_349	0.311032638512236	0.00781615412331993	0.0449695273465572	0.320269877457292
gene_350	0	0	0	0
gene_351	0.263475065552885	0.699058088354878	0.178586385295621	0.464972390261337
gene_352	0.0217220202509066	0.0950005125833971	0	0.165149527423731
gene_353	0.142707776981444	0.321921401704031	0.290031848034808	0
gene_354	0.0598487804189659	0.608831902820498	0.481117104403553	0.238190685755117
gene_355	0.248059378017535	0.115158466075853	0.322601788146533	0.194568928980491
gene_356	0	0	0	0
gene_357	0	0	0	0.0207765760278795
gene_358	1.57858873081817	0.955745894846592	1.54643080807671	1.64526026980728
gene_359	0	0	0	0
gene_360	0.0704652568995974	0	0.0870946746583669	0
gene_361	0.0860401986965585	0.127418195117118	0.120486428070436	0.0902343010452271
gene_362	0.243578374763317	0.231666742937845	0.186699213439454	0.0352280745237813
gene_363	0.00258137246279406	0.794655905024477	0.1199041194829	0
gene_364	1.05318413255329	0.733474162157719	0.960982394859019	0
gene_365	0.934158707521715	1.91730711693293	1.23493077936221	3.85255988584746
gene_366	0.092432229463698	0.0315661884328529	0.0360095236324623	0
gene_367	0.0602958170963518	0.146242997088275	0	0.599834271248774
gene_368	0	0	0	0
gene_369	0.314189950721654	0	3.14716723228361	0.00480256270293967
gene_370	0.00229869024565666	0	0	0
gene_371	9.0882934125336	0.000117151888313737	0.0905509755531107	0.0274746432379156
gene_372	0	0	0	0
gene_373	0.196139572678634	0.149879371882619	0.269863786224841	0.447653095376139
gene_374	0.295807233494526	0.723760206724246	1.45237325356872	1.22328371012372
gene_375	0.171243987313653	0	0.354813893483737	0.737654777753669
gene_376	0.784199674568702	0	0.393665824987762	1.06281487427014
gene_377	1.26620365868431	0.944217939009595	0.772298890013453	1.23273397800552
gene_378	0.435439741195925	0.182110230633394	0.225885523495836	0.479905670606881
gene_379	0.0270143782927135	0	0	0.0315399069029989
gene_380	0	0	0	0.00146105549765542
gene_381	0	0	0.0244264021847739	0.0385346233513922
gene_382	0.651960661100022	0.707261356804061	0.0979622665883652	0.271310651132748
gene_383	0	0	0	0
gene_384	0	0.0291567737993902	0	0
gene_385	0.129339556661837	2.29120408152704	0.0415073412186642	0.0647832974580291
gene_386	0.159554453129521	7.35747254298676	0.321328554832312	0
gene_387	0	0	0.110391734508013	0.0854782837508479
gene_388	0.0111458551192161	0.260227592714027	0.00129215902932931	0
gene_389	0.0929121520619329	0	0	0
gene_390	0.124350464271083	0	0	0
gene_391	0.360301064223731	0.122665212013484	0.156115000596329	0.22069592934896
gene_392	0.1793704703918	0	0.297998005521231	0.0192815672007238
gene_393	1.03182068060385	0.216866954089664	0.690965664273773	0
gene_394	0.417997985363071	0.41100029642548	6.12174135251823	1.95623092989794
gene_395	0.123437920489979	0.0897474350273057	0	0.51062616496798
gene_396	0.034850378353768	0	0.0514336801997311	0
gene_397	0.0083790437584893	0	0	0
gene_398	3.42771975632494	0.248470579227174	0.0825729344931626	3.48902421468183
gene_399	0	0	0	0.0018341811545966
gene_400	0	0	0.0208796032313548	0
gene_401	0.446571432557816	0.0817849645150923	0.284522285800322	0.716208510272584
gene_402	0.244448359687791	0.221146743120918	0.129331537731616	0.469245736352888
gene_403	0.0342371862702272	0.0090789627531923	0	0
gene_404	0	0	0	0
gene_405	0	0.0593714343693261	0	0.182334910561747
gene_406	1.39526970636446	2.2285062773412	1.72471581738207	2.84093810387963
gene_407	0	0	0	0
gene_408	1.13017835801229	1.65282973304412	0.547010734000054	1.26195645259578
gene_409	0.263345031725694	1.45215510146458	6.44203885254236	10.1686279250662
gene_410	0.327086354741951	0.2078293419824	0.354184131029896	0.334163790377826
gene_411	0.0633604249332903	0.161934185366996	0.014273588858414	0.0153610829119723
gene_412	0.528773972402927	0.0181535976345398	0	0
gene_413	0.460090057149952	0.189281651508111	0.154240823439877	0.0834427910112677
gene_414	0	0	0.00730466773751981	0
gene_415	0.36338390161779	0.423299448475726	0.131176989419393	0
gene_416	0.281147784632226	0.242670429584026	0.278819066910034	0.201895320591522
gene_417	0.188572667379217	0	0	0
gene_418	0	0	0	0
gene_419	0	0	0	0
gene_420	0.12475927757379	0	0.153125797833256	0.641773339458275
gene_421	0.16697359906228	1.41881660833365	0.289355602067731	0
gene_422	0.0451503354912652	0	0.0414672419593811	0
gene_423	9.6201869581705	0	0	0.0467340003346085
gene_424	0.0103962417439717	0	0.174126808942027	1.2953912092545
gene_425	0.160275112494293	1.63824762554027	0.32713106367772	1.31345668425023
gene_426	0.173598927114276	0.0860375764219655	0	0.754215744518239
gene_427	0.459262210992284	0.112188999531227	0.303720591356294	0.203610754519127
gene_428	0.387382498130447	0.186520884931275	0	0.0122918148121363
gene_429	0.860481463020178	0.447465684289186	0.783595492277942	0.543336615786789
gene_430	1.49910858420726	0.854490598503212	0.70227820315543	1.24463959210037
gene_431	0.0295951186839144	0	0.0142632438009276	0
gene_432	0.376045580755522	0.266572719381793	0.39370063208326	0.456104936540275
gene_433	0	0	0	0
gene_434	0.0305454210386223	0	0	0
gene_435	1.69088721504631	1.17892270364205	1.58644824206186	1.17461391543542
gene_436	0.131395143936058	0.125060795092291	0.181180085902838	0.184831301117816
gene_437	0.303880165475055	0	0.0633199403981066	0.148159451266096
gene_438	0.0111728070977292	0	0	0
gene_439	0.763217991408659	1.6036324304927	9.0997056364556	3.97799943491907
gene_440	0	0	0.0280342501535169	0
gene_441	0.490241291237794	0	0	0
gene_442	0.039610173935297	0	0	0
gene_443	1.14440613039311	0	0.167057107245371	0
gene_444	0.140576340841179	0	0.24766629617588	0.271338797545701
gene_445	0.0337161174695897	0.707008965592581	16.0408769390728	0
gene_446	0.178506300828728	0.11180495092164	0	0
gene_447	0.1983665138327	0	0	0.0247122354667272
gene_448	0.286505203055986	0.394488064314788	0.337021642090784	0.192423006007047
gene_449	0.0319304484856609	0.0446673522554794	0	0
gene_450	0.339625113038014	0	0.00634039558091774	0.00252675869739468
gene_451	0	0	0	0.0833701015277764
gene_452	0.673845626888881	0.12691279858501	0.120576485145404	7.75289328390137
gene_453	0.157267591958324	0.417928877026983	0.0594451403701423	0.244942966634299
gene_454	0.0433646371343469	0	0	0.0263786239620864
gene_455	0	0	0	0
gene_456	0.00425056503347965	0.335634520466205	0.102750712705472	2.13643985249943
gene_457	1.18342172674527	1.5750423619822	0.928120172131172	1.23039168825219
gene_458	0.148696772334656	0.252649930636806	0.11198284019077	0
gene_459	0	0	0	0.0410623558022473
gene_460	0.0761005656085936	0	0	0
gene_461	0	0	0.0199572739952567	0
gene_462	0.0319555188198011	0.486025969868365	0.0597444511296426	2.56357047213518
gene_463	0	0.0523353608777971	0	0
gene_464	0.114133686802382	0.315509951719378	0.160562317902432	0.16450390018764
gene_465	3.11656891896587	0.610209128329794	0.774953860045354	1.32895829846478
gene_466	0.00690870081992472	0	0.0290240550055948	0
gene_467	0.0699852404867266	0	0	0
gene_468	0.931189027727816	0.617501273867018	1.11380082134734	0.246826705172902
gene_469	0.844196654848163	0.832900256522469	0.545141807585319	1.1765545246434
gene_470	0.000142081434589936	0	0.613395719454987	0.0240721186924503
gene_471	1.0237061554055	0.242211466412158	0.587236238027564	0
gene_472	0.331016841915934	0.714581188457607	1.09658120656828	0.516357819550169
gene_473	0.345560944845829	0.447342518121967	0.190741659529771	1.16477734096716
gene_474	0.0246682897762926	0.0377461427678867	0.110322199761174	0.0190831493815406
gene_475	0.113586078528426	0	0.490547824375641	0.145784094016939
gene_476	0.169340405569397	0.146421562163965	0.163870464003569	0.167480256899455
gene_477	0.0211089365674873	0	0	0
gene_478	0.121748515823368	0.0862838154178022	0.0746222906938113	0
gene_479	0.1037533301644	0.164994197343373	0.0911985647092845	0.117409869344666
gene_480	3.57802192132637	0.55712642556107	3.83224659549429	2.30785037579698
gene_481	0.931713315665816	0.52578850385253	0.980495311678142	0.172398194477926
gene_482	0.299739626779552	0	0.420905515745053	0.377110423639399
gene_483	0.0100194143328658	0	0	0
gene_484	0.361130038348232	0.462525856148532	0.373402240296133	0.30715568289165
gene_485	0.584645724207106	3.55239571878998	5.26602646287274	0.468836109266058
gene_486	0.283087086005719	0.520027556505027	0	0
gene_487	0.0347197868939424	0	0	0
gene_488	0.0150627518835484	0.0217453870661601	0.488918547462015	0.23077979710446
gene_489	0.111502370870271	0.032803131973457	0.0684804113656844	1.20732340589128
gene_490	0.035426874386553	0	0	0
gene_491	2.37391618561539	0.488148579937973	1.20632117826012	3.45490957918281
gene_492	0.204550253437538	0.0313168514021979	1.31514950033693	0.0188274435758086
gene_493	0.176315780419119	0	0.0924976352862986	0.361666003456991
gene_494	0.151253507082106	0.297360297598128	0.101580599107207	0
gene_495	0.177517766528282	0	0.0164743235694842	0.0929286733342062
gene_496	0	0	0	0
gene_497	0.649382327643867	0.0703870020549074	0.423427875340557	0
gene_498	0	0	0.0257148560274852	0
gene_499	0.479586180707093	0	0.189992706365797	0.532305034568249
gene_500	0.535966611048452	0.222465557096285	0.580545575746771	0.118289566499952
gene_501	0.0870910596045407	0	0	0
gene_502	0.0826190342212094	0.169464751379684	0.06247283787118	0.0489949659092804
gene_503	5.81313030301093	6.77608159978096	5.46116961643889	5.35459624275097
gene_504	0.147129510627766	0.14635803575405	0.26150021524633	0.204995051086122
gene_505	0.0246190129262264	0	0.0232074588399118	0
gene_506	0	0.0303475634568143	0	0.00883815614664915
gene_507	2.80580312612987	0.263723370299603	0.501502841737263	0.692092078980309
gene_508	0.0943882929228123	0	0	0.0941560336047895
gene_509	0.0261198233358095	0	0	0
gene_510	0.271501085609256	0	0	0.52157221743414
gene_511	1.05924246305259	1.36259686727471	0.666783302585115	0.309070274361118
gene_512	77.8196617191666	0	1.02147960175193	0.0423276838461804
gene_513	0.017999653005971	0	0.492701175882791	0
gene_514	0.0807177670169252	0	0.0957985290596632	0.0449652345250626
gene_515	0.319509571715665	0.0117889287157222	0.178989618736817	0.574211008325754
gene_516	0	0	0.0484512605852964	0
gene_517	0.0101078861731487	0	0.0326912371682665	0.0376747004408599
gene_518	0.0869480188761142	0.0295155310278137	0.0647812846416797	0.0250112420289136
gene_519	0.0503026474845546	0	0.0699650403505989	0.133931001929023
gene_520	0.0846487544729155	1.31682243894983	0	1.04017424011206
gene_521	0.0587947206089893	0	0	0
gene_522	0.616887717150029	1.11592819750032	0.473124645123719	0.191254704951343
gene_523	0.611211678895645	0.768828303501467	5.32795847151679	1.96914048093186
gene_524	0.565502845917144	0	0.200532209255016	0
gene_525	0.195398349385705	0.0455870716248287	0	0
gene_526	0.0830091379258114	0	0	0.00905214538222782
gene_527	1.02318425629336	0.0583151212354905	0.511242861603917	0
gene_528	0.0923266759203433	0.185991639143926	0.0842724814204479	0.168236494770472
gene_529	0.0111981148245717	0	0.0859179586014101	0
gene_530	0.0299245974983197	0	0	0.0890768752973376
gene_531	0.11609284166577	0.0270501611870544	0.537568988858812	0
gene_532	0.0645904298423529	0	0.0233382058615751	0.09723797663711
gene_533	0.195606262110954	0.197978105957024	0.153271008199174	0.315884281642678
gene_534	0.22939026359456	0	0.299128668067685	1.36318738542675
gene_535	0.0691626218333458	0.0397268409802546	0.112551439219552	0.0142516116911291
gene_536	0	0	0	0.0216995871831529
gene_537	0.283909738762354	0.488764129632119	0.597401132346423	0.452966658216746
gene_538	0.116389372631608	0.0323806286401588	0	0.131860507331137
gene_539	0.755192204504233	1.71727990440892	0.211496314278998	0.516922616876946
gene_540	2.24805827391285	1.18293939830172	0.615331839661017	2.89393914615271
gene_541	0.947310928866915	0.320465362679355	6.45606781410319	1.59918771560579
gene_542	0	0	0	0
gene_543	0	0	0	0
gene_544	0.0632562341240296	0	0	0
gene_545	0	0	0	0
gene_546	0.18200461286541	0.267837915216467	0.0583960512297247	0.0252994798029976
gene_547	0	0	0	0
gene_548	0.0655029821419833	0	0	0.0116791164817985
gene_549	0.0386007167493379	0.120306993454952	0.283846688745233	0.128322632724836
gene_550	0.740097085570349	1.74989341479697	2.80092315460125	2.07615972050126
gene_551	0	0	0	0
gene_552	0.462792983763343	0.310295139813997	0.242902237653028	0.377565621792396
gene_553	0.413995710617588	0.0220589126942559	0.0204353988506687	0.546090204112614
gene_554	1.27249766433518	0.00225703689687895	0	0
gene_555	0.185898276437928	0.0796042043043307	0.0441905248340967	0
gene_556	0.00204352511006668	0.00284920585118216	0.0443932478949505	0.0307567865033369
gene_557	0	0	0	0
gene_558	0	0	0	0
gene_559	0.98457047620783	0.356459566757988	1.07984371706768	0.172589365547986
gene_560	0.32067419168226	0.12611289025521	0.0619720419178971	0.137173571749274
gene_561	0	0	0.543248799744324	0
gene_562	0.00439118013336311	0.00264038562393184	0.0217259554741274	0.68758172646849
gene_563	2.49500336782269	2.00012100815615	0.847356963987329	0.526254410261502
gene_564	0.786059890413879	0.768824603984267	0.905686728900249	2.28119075271084
gene_565	0	0.200527344580389	0	0.15468321188261
gene_566	0.0947507980144168	0.0587978724979114	0	0.112889613636038
gene_567	0.73420066709374	0.374183345346643	1.06651770018054	0.673994924982197
gene_568	0.289038307451145	1.24916814354452	2.0775692670701	0.84250944002801
gene_569	0	0	0	0
gene_570	0.0889762602054212	3.21387981543577	0	0.70203019840486
gene_571	0.1353799828901	0	0	0
gene_572	0	0	0	0
gene_573	0.214624328726357	0	5.11934554515496	0.369449956405636
gene_574	0.0968160859907611	0	0.0839324667596841	0
gene_575	0.572523309886653	0.687354515657866	0.543172347159227	0.827385508542034
gene_576	0.103074023838645	5.60792414237005	1.08428193267675	0.0516319768393635
gene_577	0.102051424570754	0	0	0
gene_578	0	0	0	0
gene_579	0.650000218739183	0.731251099789513	0.117374372611183	0.408427663690638
gene_580	0.158973655994067	2.60783141590683	2.18306351568833	1.57640627839562
gene_581	0	0	0	1.94948969210582
gene_582	0.0771440551523015	1.49083575935489	0.0074653584302824	0.151838666687626
gene_583	0	0	0	0.0760132159683778
gene_584	0.177826944775936	0.0673215693535698	0.0203772828496416	0.0778469258106645
gene_585	0	0	0	0
gene_586	0.171227795333289	0	0.139051302071389	0.143489108859295
gene_587	0	0	0	0
gene_588	0.00399588805258742	0	0.00146792059575527	0
gene_589	0.969832897960667	0	0.159875985956069	0.221462929600343
gene_590	0.0145638504195191	0.0464392890247178	0	0.142198095669469
gene_591	0.33806640892941	0.886649429221266	0.817049626784823	0.626587466481008
gene_592	0.211781805297988	2.08455437063692	2.70933286626835	1.00525025975185
gene_593	0.653185194498039	0	0.118881150003095	0
gene_594	0.134380006338686	0.215013999769475	1.66523323940794	0.449995719843046
gene_595	0.00597823484088951	0	0	4.8811104386689
gene_596	0	0	0	0
gene_597	0.247481248090701	0	1.2618613438106	0.357298829558558
gene_598	0.000386381959896133	0	0	0
gene_599	0	0	0	0
gene_600	0.0274849074619213	0	0.0172984582477705	0.12887541763662
gene_601	1.23876511565733	1.55432302254721	1.53714746681457	1.87773238645325
gene_602	0	0	0	0
gene_603	0.0245357979203637	0.00693044002458315	0	0
gene_604	0.0255629704408296	0	0	0.00966006869734173
gene_605	0.0830579059333486	0	0	0.0598356643198268
gene_606	1.53727134431364	1.13492277358009	0.777903038991459	0.8485339156034
gene_607	0.0158248102441708	0	0	0.0403667707421065
gene_608	0.18188051514404	0.270912521318028	0.883090403308404	0.509887341422821
gene_609	0.194721078661695	0	0	0
gene_610	0.355132051757943	0.135074418141634	0	0.497579102947669
gene_611	0.385846365845761	0	0.664193032921989	0.626930115755006
gene_612	0	0	0	0
gene_613	0	0	0	0
gene_614	0.120397428448507	0	0	0
gene_615	0	0	0	0.030324402470148
gene_616	0.402818953923944	0	0.160635608513214	0
gene_617	2.82473243109084	0.0246594887071534	0.380801592374552	0.148327328333172
gene_618	0.0272367877741692	0	0	0.061064201865433
gene_619	0.101543709445514	0.0758093985066275	0.0973778139338879	0.00649080391479771
gene_620	0.00420052309725041	0.0743501405591551	0.0172786332036063	0
gene_621	0.161165820206084	0	0.166652216456804	0
gene_622	2.51595481017346	2.88574145438967	0.787373844807716	2.18195235769894
gene_623	0.0468050620211222	0	0.0353675342920967	0
gene_624	0.55712466889641	0	0	0.845400534830669
gene_625	0.328691858841208	0.567437553147677	0.416931216099586	0.33597505332398
gene_626	0.0166696001420219	0	0	0
gene_627	0	0.115076502492565	0.0992673056975478	0
gene_628	0.716533399450651	0.454110901373342	0.622332742434329	1.01614516445117
gene_629	0.0283775047967982	0.411044117333816	0	0.0491467918537856
gene_630	0.197698055322291	0.382647169148127	0.175837536093069	0.0818447060612004
gene_631	0.0529104939922005	0	0	0
gene_632	0.279477651852259	0.253947314271926	0.565648098329197	0
gene_633	0	0.465849914558279	0.248782023411251	0
gene_634	1.27105566566528	0.723481166762263	1.23094290433447	1.72533245232075
gene_635	0.0280519201472544	3.73309529218656	2.14624977392203	0.636828051549567
gene_636	2.08587593030876	1.57893234964055	3.00311025398498	1.64090079364843
gene_637	0.688933827907583	2.47005808732257	0.233247831129719	0.135867418276577
