gen	lnl	s0	s1	tau	alpha_r_library_1	alpha_r_library_2	alpha_r_library_3	alpha_r_library_4	spike_probability	inactive_mean	inactive_variance	active_mean_component1	active_mean_component2	active_variance_component1	active_variance_component2	weight_active	weight_within_active_component_1	weight_within_active_component_2
3600	-10368.169	-2.0205	-0.3711	0.8735	18.5005	12.2991	15.6298	11.3375	0.1066	-1.453	2.6733	2.8074	7.3308	1.4929	1.4929	0.6801	0.9942	0.0058
3650	-10457.1834	-2.001	-0.3711	0.8507	20.3755	12.8451	15.6298	11.3375	0.111	-1.6297	2.8186	2.755	8.0598	1.6066	1.6066	0.6928	0.9967	0.0033
3700	-10561.3328	-1.9831	-0.3663	0.8612	19.427	12.5603	15.6298	11.3375	0.0731	-1.6019	2.8508	2.7629	6.8178	1.5025	1.5025	0.6733	0.9934	0.0066
3750	-10464.3869	-2.0176	-0.3664	0.8524	17.7216	13.142	15.6298	12.3944	0.0624	-1.5659	2.8878	2.8018	7.051	1.4333	1.4333	0.6693	0.9857	0.0143
3800	-10424.8167	-1.9935	-0.3737	0.8611	20.0262	13.5018	16.5641	12.621	0.087	-1.5229	2.6903	2.8037	7.6965	1.5066	1.5066	0.6845	0.991	0.009
3850	-10387.6094	-2.0645	-0.3538	0.8794	18.5514	12.6354	16.0527	11.6885	0.0955	-1.5862	3.0816	2.7772	6.7435	1.5439	1.5439	0.6934	0.9932	0.0068
3900	-10337.2559	-2.1039	-0.3501	0.8645	17.9241	12.3902	16.0527	11.6885	0.079	-1.3885	2.9784	2.8433	7.0538	1.4917	1.4917	0.6645	0.9896	0.0104
3950	-10415.9831	-2.0311	-0.3486	0.8327	18.3886	12.7579	16.0527	13.0047	0.0924	-1.5176	2.9069	2.7785	7.0355	1.4598	1.4598	0.6696	0.9909	0.0091
4000	-10596.545	-2.0707	-0.3552	0.8859	16.9173	13.5357	17.2084	13.1189	0.0564	-1.5047	2.9341	2.7549	6.0381	1.42	1.42	0.6683	0.9832	0.0168
4050	-10390.3096	-2.0812	-0.3466	0.8654	17.343	13.7784	15.1973	13.1189	0.0849	-1.4379	2.9797	2.7592	7.704	1.5634	1.5634	0.6825	0.9902	0.0098
4100	-10508.4343	-2.0761	-0.3544	0.8899	16.5384	12.3752	17.0373	11.6813	0.0649	-1.2721	3.4561	2.8279	6.9203	1.4891	1.4891	0.6551	0.9936	0.0064
4150	-10449.4208	-1.99	-0.3632	0.8297	19.0337	13.0481	18.521	12.7014	0.0713	-1.4708	3.339	2.7678	6.0887	1.4023	1.4023	0.6786	0.9831	0.0169
4200	-10642.0448	-2.021	-0.3543	0.8497	20.6426	13.7515	15.3178	12.7014	0.088	-1.4487	3.1818	2.7874	7.183	1.481	1.481	0.6803	0.9848	0.0152
4250	-10522.1297	-1.9232	-0.3602	0.7709	20.6426	12.6289	15.3178	12.7014	0.1101	-1.5456	2.7988	2.7655	7.151	1.4542	1.4542	0.6884	0.9905	0.0095
4300	-10550.054	-1.9569	-0.3672	0.833	19.8212	13.0059	16.9227	13.1933	0.0893	-1.7748	2.348	2.673	6.9364	1.5989	1.5989	0.7098	0.9891	0.0109
4350	-10432.2123	-1.9899	-0.3651	0.8542	19.9602	13.4789	16.9227	13.3879	0.081	-1.6586	2.5315	2.7369	6.6527	1.5171	1.5171	0.6874	0.9857	0.0143
4400	-10414.4935	-2	-0.3576	0.8608	18.9049	12.6635	16.8878	11.5824	0.0892	-1.9081	2.1365	2.7244	7.2537	1.5317	1.5317	0.7214	0.9915	0.0085
4450	-10462.2081	-2.0123	-0.3679	0.839	18.5209	13.1493	16.8878	12.9503	0.0812	-1.6795	2.2662	2.7541	7.2066	1.5236	1.5236	0.7005	0.9907	0.0093
4500	-10551.7218	-2.0306	-0.3511	0.8521	18.1338	14.9897	16.4787	13.789	0.0811	-1.5378	2.4367	2.7417	6.3598	1.5307	1.5307	0.6916	0.9835	0.0165
4550	-10513.8859	-2.0796	-0.3632	0.8916	18.1338	14.8491	15.895	13.2391	0.11	-1.6777	2.2495	2.7162	7.7437	1.5799	1.5799	0.6994	0.9944	0.0056
4600	-10495.098	-2.0398	-0.3539	0.8763	18.1338	14.3318	15.895	10.9821	0.0838	-1.5137	2.8663	2.7169	6.767	1.5285	1.5285	0.6942	0.9845	0.0155
4650	-10468.9762	-2.0678	-0.3567	0.8754	18.1338	14.5695	15.895	12.4551	0.0916	-1.4575	3.1281	2.7912	7.4916	1.4756	1.4756	0.677	0.9936	0.0064
4700	-10612.1554	-2.0142	-0.361	0.8263	18.4432	14.5695	15.895	11.6063	0.0673	-1.3325	3.4991	2.8491	6.9333	1.3286	1.3286	0.6483	0.9863	0.0137
4750	-10365.1336	-2.0622	-0.3533	0.8725	18.4941	14.5695	15.895	11.2294	0.0673	-1.306	3.6698	2.8074	6.56	1.416	1.416	0.6542	0.9876	0.0124
4800	-10423.1233	-2.0411	-0.3522	0.8581	18.3165	13.5359	16.9297	11.3128	0.0743	-1.2613	3.7068	2.7743	6.9965	1.4804	1.4804	0.6517	0.9898	0.0102
4850	-10421.4694	-2.034	-0.3537	0.8237	17.6879	13.7207	15.5316	11.3806	0.0611	-1.3128	3.5176	2.834	7.0833	1.3825	1.3825	0.6417	0.9884	0.0116
4900	-10501.744	-2.0923	-0.347	0.8946	17.6879	13.7207	16.2294	11.3806	0.0499	-1.2812	4.1524	2.8797	7.2942	1.3731	1.3731	0.6409	0.9878	0.0122
4950	-10461.3308	-2.1052	-0.3399	0.9036	17.6879	13.7207	17.2968	11.235	0.0272	-1.486	4.0182	2.793	7.2499	1.4952	1.4952	0.6584	0.9916	0.0084
5000	-10427.8037	-2.0359	-0.3591	0.8513	17.6879	12.3794	16.4425	13.646	0.0555	-1.5416	3.3405	2.7757	6.2926	1.4864	1.4864	0.6508	0.983	0.017
5050	-10660.374	-2.0269	-0.3422	0.8386	17.4982	12.3149	16.3042	12.1381	0.0557	-1.559	3.3511	2.7769	7.0514	1.4807	1.4807	0.6655	0.9902	0.0098
5100	-10558.3787	-1.9861	-0.3514	0.8203	17.4982	12.1742	14.8955	12.1504	0.0698	-1.5409	2.7113	2.7975	7.3077	1.4675	1.4675	0.6725	0.9911	0.0089
5150	-10616.9003	-1.9978	-0.3429	0.8274	17.153	12.1742	15.4426	11.688	0.0741	-1.4398	2.6751	2.7958	6.312	1.4191	1.4191	0.6694	0.9863	0.0137
5200	-10642.0163	-1.8994	-0.3509	0.7663	19.0907	13.2017	15.4426	11.688	0.0912	-1.5211	2.729	2.7686	6.7487	1.44	1.44	0.6771	0.9839	0.0161
5250	-10631.6876	-2.0178	-0.3447	0.8176	19.7062	13.2017	15.5166	12.47	0.0791	-1.508	2.7781	2.7598	7.6827	1.5899	1.5899	0.6709	0.9944	0.0056
5300	-10621.8338	-1.9864	-0.3518	0.7762	18.2435	13.2017	16.2843	11.4648	0.0739	-1.3339	3.3984	2.7981	7.3533	1.4048	1.4048	0.6519	0.9907	0.0093
5350	-10514.517	-2.0186	-0.3542	0.8272	17.8001	13.2017	18.3685	12.9885	0.0725	-1.2843	3.4174	2.8448	6.4263	1.3618	1.3618	0.6451	0.9855	0.0145
5400	-10593.2325	-1.9922	-0.3531	0.8059	17.8001	13.2017	17.0423	12.3415	0.0915	-1.3973	3.2431	2.886	6.6528	1.4226	1.4226	0.6726	0.9874	0.0126
5450	-10615.9638	-1.9807	-0.3493	0.8122	17.4565	14.4109	16.1571	12.9258	0.0645	-1.4076	3.6184	2.7619	6.7061	1.4258	1.4258	0.6625	0.9882	0.0118
5500	-10512.3982	-2.0004	-0.3544	0.8335	17.4565	14.4109	17.6039	12.9258	0.0746	-1.4368	3.3158	2.7768	6.9397	1.4409	1.4409	0.6719	0.9878	0.0122
5550	-10441.7607	-2.0352	-0.3641	0.8947	19.4005	12.9359	15.5798	12.9258	0.0973	-1.3067	2.8995	2.8175	6.6143	1.3225	1.3225	0.6628	0.9841	0.0159
5600	-10386.109	-2.1774	-0.3475	0.9594	17.3832	12.9359	16.5721	12.9258	0.0902	-1.4172	3.1101	2.808	7.0407	1.4529	1.4529	0.666	0.9928	0.0072
5650	-10555.9621	-2.0905	-0.3397	0.8863	16.319	14.8204	16.5721	11.9591	0.099	-1.4762	2.9245	2.7606	6.8695	1.4948	1.4948	0.6577	0.9891	0.0109
5700	-10428.3929	-2.1187	-0.3532	0.8847	16.319	12.9639	18.0735	11.9701	0.0678	-1.4697	3.4938	2.7747	6.5543	1.4542	1.4542	0.6812	0.9873	0.0127
5750	-10419.2752	-2.0638	-0.3507	0.8777	19.5306	12.9639	16.8557	11.9701	0.0486	-1.5788	3.5727	2.8019	7.178	1.4827	1.4827	0.6655	0.9896	0.0104
5800	-10386.3731	-2.0828	-0.3452	0.8887	19.5306	12.9639	17.4324	11.2368	0.0778	-1.532	3.0512	2.7265	6.9116	1.5669	1.5669	0.6742	0.9893	0.0107
5850	-10432.0374	-2.0801	-0.3633	0.8927	17.6409	13.543	14.8431	11.9893	0.086	-1.7762	3.0085	2.6927	7.5105	1.6743	1.6743	0.6844	0.9934	0.0066
5900	-10501.53	-2.0753	-0.3577	0.8885	18.3543	11.9862	14.9988	12.4993	0.0687	-1.5704	3.1865	2.7315	7.7887	1.6364	1.6364	0.6916	0.994	0.006
5950	-10462.3302	-2.0165	-0.3525	0.8208	17.0304	12.6015	15.518	11.9432	0.0827	-1.7167	2.3742	2.7531	7.4224	1.6519	1.6519	0.7125	0.9951	0.0049
6000	-10481.0065	-2.0312	-0.3539	0.8448	17.6866	12.8473	15.241	11.4276	0.082	-1.6407	2.4581	2.7386	6.8037	1.571	1.571	0.7065	0.9848	0.0152
6050	-10398.3256	-2.0082	-0.3592	0.826	16.8888	13.6508	15.1272	12.3012	0.1014	-1.6877	2.5052	2.7241	6.9982	1.6256	1.6256	0.6928	0.9891	0.0109
6100	-10355.5451	-2.0864	-0.3619	0.8911	18.3845	13.6508	16.5062	12.1376	0.0829	-1.7617	2.6816	2.6758	7.1722	1.5771	1.5771	0.7022	0.9888	0.0112
6150	-10440.1235	-2.0797	-0.3628	0.8995	18.3146	13.2213	15.6373	11.4554	0.0696	-1.6669	2.9489	2.7541	7.6509	1.6449	1.6449	0.6891	0.9935	0.0065
6200	-10518.6769	-2.0524	-0.3657	0.879	17.0726	12.2865	15.6373	11.7952	0.0651	-1.4449	3.3015	2.7918	7.891	1.4604	1.4604	0.6607	0.9898	0.0102
6250	-10415.3022	-2.0691	-0.3617	0.891	16.3765	12.1653	15.1166	11.7952	0.0503	-1.3408	3.7214	2.8584	6.9423	1.4401	1.4401	0.6454	0.9882	0.0118
6300	-10310.7107	-2.1181	-0.3501	0.8891	19.991	12.1653	14.9791	12.4324	0.0797	-1.2853	3.5727	2.87	6.1982	1.3132	1.3132	0.6547	0.9819	0.0181
6350	-10407.9262	-2.0912	-0.3512	0.8708	18.6135	11.8654	13.8081	12.6087	0.0657	-1.2799	3.9639	2.8762	6.496	1.4209	1.4209	0.6477	0.9822	0.0178
6400	-10465.0474	-2.0793	-0.349	0.8703	16.3026	11.9621	16.2115	12.165	0.0656	-1.1056	4.0148	2.8678	6.541	1.3515	1.3515	0.6197	0.987	0.013
6450	-10480.0764	-2.0201	-0.3608	0.8547	17.724	11.9621	16.2115	12.4721	0.0604	-1.2041	4.3799	2.8501	6.8593	1.3876	1.3876	0.6445	0.9883	0.0117
6500	-10380.9822	-1.9599	-0.3701	0.8191	17.5208	12.4666	16.3758	13.62	0.0738	-1.3416	3.803	2.865	7.2082	1.4434	1.4434	0.6473	0.9897	0.0103
6550	-10352.7621	-1.9641	-0.3735	0.8074	19.4496	12.7746	16.3758	13.0933	0.0855	-1.6453	2.7253	2.7653	6.7628	1.4981	1.4981	0.6939	0.9903	0.0097
6600	-10526.3847	-1.9179	-0.3693	0.7948	17.4584	13.2953	16.3758	13.4796	0.0672	-1.5899	2.7529	2.7714	6.9444	1.4796	1.4796	0.6831	0.989	0.011
6650	-10535.7615	-1.9406	-0.3566	0.7943	18.5124	13.5779	16.3758	13.4564	0.079	-1.6328	2.4683	2.7601	7.0336	1.6181	1.6181	0.6826	0.9928	0.0072
6700	-10524.9743	-2.0284	-0.348	0.8534	17.3534	13.3404	16.3758	14.3307	0.1017	-1.5087	2.8218	2.7098	7.0172	1.5849	1.5849	0.689	0.9939	0.0061
6750	-10449.2491	-2.0456	-0.3472	0.8448	17.3534	12.33	16.3758	13.4072	0.0755	-1.7284	2.9848	2.7085	6.6807	1.5457	1.5457	0.6815	0.9877	0.0123
6800	-10546.2446	-1.988	-0.3608	0.8492	17.6465	12.33	16.3758	12.7371	0.0537	-1.5976	2.8867	2.7924	6.5276	1.4667	1.4667	0.6865	0.9874	0.0126
6850	-10552.5833	-2.0909	-0.3489	0.9005	20.5548	12.4015	14.8123	12.7371	0.0842	-1.637	2.5555	2.7414	7.2495	1.5144	1.5144	0.6898	0.9905	0.0095
6900	-10558.6632	-2.0047	-0.3629	0.8618	19.4243	12.5885	14.8123	12.7371	0.0841	-1.6421	2.728	2.7346	6.3925	1.564	1.564	0.701	0.9857	0.0143
6950	-10538.5697	-1.9819	-0.3559	0.8172	18.9228	12.285	17.1186	12.5534	0.0986	-1.7822	2.3221	2.6786	6.486	1.6885	1.6885	0.711	0.9912	0.0088
7000	-10478.7344	-2.1132	-0.3431	0.8934	18.1853	12.3478	17.1186	12.6214	0.0936	-1.5718	2.5817	2.7503	7.0741	1.4685	1.4685	0.6751	0.9912	0.0088
7050	-10479.5449	-2.0714	-0.3603	0.8935	18.1853	14.136	14.9277	12.6214	0.0794	-1.7278	2.5816	2.6885	7.1767	1.614	1.614	0.7105	0.9923	0.0077
7100	-10408.8856	-2.0785	-0.3532	0.868	17.4241	14.8034	16.1538	12.6214	0.0822	-1.6945	2.3847	2.6818	6.6445	1.6154	1.6154	0.7025	0.9888	0.0112
7150	-10467.1149	-2.0321	-0.3589	0.8469	15.6622	14.2036	16.1538	12.4453	0.0962	-1.5379	2.4014	2.7095	7.4218	1.5677	1.5677	0.6854	0.9892	0.0108
7200	-10431.7682	-2.0535	-0.359	0.913	18.056	13.5739	16.9217	12.3905	0.0839	-1.6216	2.9023	2.77	7.1171	1.6177	1.6177	0.6988	0.9901	0.0099
