gen	lnl	s0	s1	tau	alpha_r_library_1	alpha_r_library_2	alpha_r_library_3	alpha_r_library_4	spike_probability	inactive_mean	inactive_variance	active_mean_component1	active_mean_component2	active_variance_component1	active_variance_component2	weight_active	weight_within_active_component_1	weight_within_active_component_2
12650	-10391.0947	-2.0764	-0.3421	0.8705	18.0001	13.5434	17.2004	12.0399	0.1062	-1.615	2.4473	2.7459	7.5316	1.5413	1.5413	0.6927	0.9934	0.0066
12700	-10559.1857	-1.9779	-0.3615	0.8148	18.0001	12.1473	17.2643	12.0399	0.086	-1.4178	3.2236	2.8025	7.0225	1.4029	1.4029	0.6566	0.9866	0.0134
12750	-10454.9896	-2.0145	-0.3436	0.8432	18.0001	13.8913	18.0153	11.9683	0.0684	-1.39	3.7982	2.8193	6.6716	1.4048	1.4048	0.6584	0.9815	0.0185
12800	-10591.7729	-1.9825	-0.3633	0.8655	18.0001	12.9047	16.0641	12.476	0.0513	-1.342	3.3717	2.8274	6.9452	1.4037	1.4037	0.6425	0.9838	0.0162
12850	-10592.0565	-1.9683	-0.3494	0.807	18.0001	13.8029	16.1573	12.476	0.081	-1.4808	3.2059	2.7838	6.6499	1.5288	1.5288	0.6724	0.9864	0.0136
12900	-10493.2015	-2.0133	-0.3459	0.8176	18.0001	12.9952	16.0845	10.9248	0.0952	-1.5173	3.0327	2.7469	6.7043	1.5173	1.5173	0.6866	0.9831	0.0169
12950	-10618.7806	-1.9807	-0.3693	0.8434	18.0001	12.8286	16.0845	10.9248	0.0744	-1.3301	3.0488	2.8222	6.542	1.3615	1.3615	0.6644	0.9833	0.0167
13000	-10533.091	-2.0171	-0.362	0.8519	18.0001	12.8103	16.0845	12.1678	0.1014	-1.3794	2.9272	2.8089	7.2824	1.3962	1.3962	0.6581	0.9882	0.0118
13050	-10529.4178	-2.0208	-0.3578	0.8427	18.4084	13.1328	16.3856	12.7637	0.096	-1.3815	3.0705	2.8182	6.595	1.446	1.446	0.6687	0.9885	0.0115
13100	-10431.2202	-2.033	-0.3525	0.8321	18.8333	13.829	15.6776	10.8383	0.0651	-1.3713	3.211	2.8173	6.5309	1.4106	1.4106	0.6525	0.9832	0.0168
13150	-10570.6051	-2.0317	-0.3558	0.8599	18.5855	12.8501	16.516	11.9428	0.0957	-1.5657	2.6965	2.7295	6.4979	1.5079	1.5079	0.6825	0.9864	0.0136
13200	-10379.1209	-2.0292	-0.3619	0.8298	19.9909	14.162	16.2744	12.7031	0.0866	-1.5465	2.7518	2.751	6.772	1.4745	1.4745	0.6858	0.9882	0.0118
13250	-10392.5852	-2.0531	-0.3573	0.855	19.9909	14.1186	16.3083	12.9791	0.0986	-1.5386	2.9174	2.6785	6.413	1.5438	1.5438	0.677	0.9891	0.0109
13300	-10361.055	-2.0905	-0.3404	0.8524	18.3859	12.3264	15.5503	11.9884	0.076	-1.6341	2.655	2.8	7.1993	1.5505	1.5505	0.6871	0.9907	0.0093
13350	-10368.0713	-2.0761	-0.3531	0.8601	19.396	12.0992	16.5915	13.2101	0.0818	-1.6374	2.4502	2.7062	6.9706	1.5316	1.5316	0.6904	0.9915	0.0085
13400	-10535.2877	-1.9763	-0.3677	0.8417	17.6181	12.7985	15.2467	13.0374	0.0731	-1.506	3.2159	2.8285	6.6742	1.4611	1.4611	0.6644	0.9895	0.0105
13450	-10603.4263	-2.0054	-0.3619	0.8654	17.4215	12.9637	16.404	12.2597	0.0638	-1.5977	3.174	2.7184	7.0331	1.5423	1.5423	0.6843	0.994	0.006
13500	-10522.3904	-2.0024	-0.3659	0.8714	18.9852	12.8969	16.972	12.5613	0.0713	-1.5483	3.4002	2.7712	6.7378	1.4979	1.4979	0.6775	0.9855	0.0145
13550	-10409.3451	-2.0776	-0.3518	0.892	19.1026	13.3238	16.3224	12.7832	0.0682	-1.3904	3.6808	2.7833	6.8558	1.3232	1.3232	0.6565	0.9887	0.0113
13600	-10505.4722	-2.0641	-0.3541	0.8863	17.1925	13.3238	16.373	12.8161	0.0744	-1.3173	3.4533	2.8043	6.9018	1.407	1.407	0.6586	0.9826	0.0174
13650	-10531.1013	-2.0371	-0.3574	0.8896	17.1925	12.7162	17.2692	11.4072	0.0677	-1.4256	3.1301	2.7816	6.5808	1.3998	1.3998	0.6752	0.9851	0.0149
13700	-10499.997	-2.0529	-0.3562	0.9073	16.8067	13.4509	15.4896	12.88	0.0526	-1.3661	3.5183	2.8458	7.473	1.4242	1.4242	0.6349	0.9942	0.0058
13750	-10493.3066	-2.0048	-0.3682	0.8526	16.9041	12.9683	16.1213	12.88	0.0569	-1.2817	3.8987	2.8275	6.8867	1.3747	1.3747	0.6431	0.9867	0.0133
13800	-10484.9157	-2.0698	-0.352	0.8793	17.1997	13.3882	16.1213	12.4848	0.066	-1.2704	3.5539	2.8471	7.147	1.3734	1.3734	0.656	0.9889	0.0111
13850	-10481.5357	-2.0106	-0.3625	0.838	17.8019	12.6529	14.3887	12.9258	0.0871	-1.3929	3.1454	2.7778	6.6722	1.439	1.439	0.6698	0.9819	0.0181
13900	-10441.4067	-2.0631	-0.3627	0.9078	17.8247	12.6529	14.1435	12.1818	0.0623	-1.3719	3.214	2.8039	6.5983	1.3772	1.3772	0.6571	0.9882	0.0118
13950	-10453.7794	-1.9721	-0.3717	0.8222	18.7197	12.5652	16.6038	11.8772	0.0611	-1.4746	3.1345	2.8471	6.5994	1.4403	1.4403	0.6743	0.9828	0.0172
14000	-10619.7827	-1.868	-0.3849	0.7472	17.3181	12.3788	16.9561	12.4139	0.0521	-1.4362	3.4225	2.8001	7.3065	1.4508	1.4508	0.6571	0.9875	0.0125
14050	-10659.2109	-1.9552	-0.3605	0.8115	18.8466	14.3202	16.782	13.1491	0.0895	-1.4489	3.4192	2.8279	7.5389	1.4814	1.4814	0.6621	0.9921	0.0079
14100	-10551.1119	-1.9423	-0.3632	0.8025	18.9442	13.6318	17.2957	13.0068	0.0686	-1.221	3.5473	2.8812	6.3109	1.319	1.319	0.6579	0.9847	0.0153
14150	-10493.9312	-1.9501	-0.3698	0.8146	18.9442	13.7643	17.2957	12.7935	0.063	-1.359	3.5135	2.8068	6.9823	1.4414	1.4414	0.6558	0.9914	0.0086
14200	-10490.2006	-2.0025	-0.3636	0.8468	17.7834	13.7055	15.6234	11.2216	0.0726	-1.2659	3.9278	2.8793	6.7013	1.34	1.34	0.6318	0.984	0.016
14250	-10443.9142	-1.9938	-0.3536	0.8253	20.1465	12.0236	16.3056	12.0429	0.0614	-1.3299	3.5713	2.8116	6.4637	1.3858	1.3858	0.6393	0.9838	0.0162
14300	-10472.6171	-2.03	-0.359	0.8228	18.1865	12.5065	14.7534	13.1236	0.0468	-1.4401	3.625	2.7853	6.7063	1.3583	1.3583	0.6644	0.9867	0.0133
14350	-10535.8153	-2.0073	-0.348	0.808	19.7624	13.6535	17.0434	12.6274	0.0592	-1.2419	3.3922	2.8067	7.1763	1.5099	1.5099	0.655	0.9918	0.0082
14400	-10440.5863	-2.0163	-0.3627	0.8499	17.9468	13.5741	16.9993	12.8367	0.0618	-1.4255	3.2663	2.7941	6.0112	1.4341	1.4341	0.6601	0.9861	0.0139
14450	-10511.5503	-1.995	-0.3667	0.8285	17.9468	13.4398	16.5246	12.8367	0.0862	-1.5244	2.6026	2.7567	6.3052	1.4557	1.4557	0.665	0.9868	0.0132
14500	-10592.2801	-2.0255	-0.3691	0.8658	17.9468	13.5021	16.2774	11.9288	0.0641	-1.321	3.4869	2.8355	6.7258	1.4365	1.4365	0.6477	0.9898	0.0102
14550	-10594.1004	-2.0039	-0.3646	0.831	18.4893	12.1106	15.3181	11.4365	0.0659	-1.4594	3.309	2.8291	6.5058	1.3872	1.3872	0.6633	0.9835	0.0165
14600	-10537.7286	-1.9243	-0.3933	0.8238	16.9498	13.3373	15.5084	11.331	0.0571	-1.4707	3.0518	2.7968	7.0313	1.4589	1.4589	0.6542	0.9888	0.0112
14650	-10553.5893	-2.0145	-0.3839	0.8876	18.431	12.3651	15.5084	11.7446	0.0713	-1.3945	3.4324	2.7937	6.5444	1.4623	1.4623	0.6674	0.9811	0.0189
14700	-10516.4663	-1.9824	-0.378	0.8564	18.8295	12.2618	16.3284	13.4319	0.0772	-1.423	3.4922	2.7848	6.5127	1.3956	1.3956	0.663	0.9882	0.0118
14750	-10397.9107	-2.0164	-0.3726	0.8591	18.8295	13.3438	17.6824	13.7823	0.0518	-1.3834	3.646	2.7557	6.5352	1.4675	1.4675	0.6483	0.9884	0.0116
14800	-10569.5268	-2.0325	-0.3556	0.8667	18.8295	13.7077	16.9845	12.5206	0.0428	-1.443	4.1256	2.863	6.9473	1.4564	1.4564	0.6579	0.9862	0.0138
14850	-10518.4267	-2.0357	-0.357	0.8598	18.2702	13.9503	16.2722	11.8201	0.0429	-1.2811	3.9695	2.8264	6.8873	1.4379	1.4379	0.6382	0.9875	0.0125
14900	-10450.5759	-2.0165	-0.3594	0.8303	17.0374	14.3877	16.378	11.8201	0.0605	-1.3945	3.9933	2.8247	7.4854	1.4561	1.4561	0.633	0.9909	0.0091
14950	-10582.9383	-2.0122	-0.3545	0.8189	19.007	12.9349	14.9589	11.9799	0.0454	-1.3423	4.3029	2.8356	7.586	1.5551	1.5551	0.6475	0.9913	0.0087
15000	-10447.6552	-2.0258	-0.3536	0.8345	19.3461	13.6826	16.0463	12.6994	0.0836	-1.4625	3.042	2.804	6.1623	1.3988	1.3988	0.6533	0.9854	0.0146
15050	-10529.9793	-2.1109	-0.3474	0.9215	18.7893	13.1117	16.0323	12.6994	0.0975	-1.5738	2.7361	2.7248	6.2825	1.5108	1.5108	0.6942	0.9886	0.0114
15100	-10460.4068	-2.0195	-0.3585	0.8429	18.8034	13.4482	17.8079	13.0252	0.0816	-1.4701	3.1724	2.8267	7.2048	1.4923	1.4923	0.6675	0.989	0.011
15150	-10450.96	-1.9953	-0.3637	0.8584	18.8034	13.1751	15.9081	13.0835	0.0703	-1.6529	2.7334	2.7552	8.0536	1.6276	1.6276	0.7035	0.9957	0.0043
15200	-10252.303	-2.0484	-0.3723	0.8753	17.8544	12.1609	14.7243	12.1306	0.0731	-1.5949	2.664	2.7338	7.1357	1.5803	1.5803	0.6889	0.9945	0.0055
15250	-10414.6692	-2.0564	-0.364	0.8822	19.0194	14.243	15.6814	12.5811	0.0711	-1.4454	3.3773	2.814	7.0254	1.539	1.539	0.6682	0.9942	0.0058
15300	-10489.403	-1.9693	-0.3656	0.817	19.3007	14.7557	15.3567	13.2537	0.0725	-1.2985	3.0301	2.7503	7.4737	1.5377	1.5377	0.6658	0.9912	0.0088
15350	-10433.9597	-2.0577	-0.3584	0.8836	19.3007	13.9087	15.5822	12.2697	0.0829	-1.4149	3.1057	2.7882	6.7392	1.4446	1.4446	0.658	0.992	0.008
15400	-10423.4482	-2.086	-0.3436	0.8672	18.3528	13.1065	17.1282	12.2697	0.0705	-1.3805	3.0681	2.7822	6.7285	1.4544	1.4544	0.6729	0.9854	0.0146
15450	-10373.2449	-2.0537	-0.3576	0.8591	17.9295	13.1065	17.1896	12.1099	0.0633	-1.6267	3.0862	2.7158	6.9026	1.5397	1.5397	0.6834	0.9885	0.0115
15500	-10488.3555	-2.0405	-0.371	0.8677	17.2594	13.7051	16.6458	12.5125	0.059	-1.4926	3.5653	2.8457	6.507	1.4257	1.4257	0.6579	0.9898	0.0102
15550	-10464.2135	-2.0299	-0.3508	0.8297	17.3614	11.9742	16.8503	11.2138	0.0538	-1.6132	3.3663	2.7777	6.4412	1.4623	1.4623	0.6666	0.9904	0.0096
15600	-10439.2935	-2.0198	-0.3479	0.8256	17.3614	12.1557	15.0808	12.1925	0.0587	-1.2216	3.6439	2.8138	6.2574	1.3629	1.3629	0.6533	0.9849	0.0151
15650	-10508.6972	-2.0094	-0.3644	0.8618	17.1498	12.5558	16.0262	11.3789	0.057	-1.1657	3.9432	2.8489	7.1399	1.3833	1.3833	0.6342	0.9877	0.0123
15700	-10381.6255	-2.0153	-0.3647	0.8332	18.9913	13.5093	16.2365	11.3789	0.0669	-1.1821	3.6769	2.8745	7.0279	1.3344	1.3344	0.6197	0.9846	0.0154
15750	-10598.6566	-1.9973	-0.3612	0.8253	17.8347	13.7602	15.5313	12.0602	0.0443	-1.2049	4.4378	2.9195	7.3514	1.3514	1.3514	0.6025	0.995	0.005
15800	-10573.6365	-2.0379	-0.3461	0.847	18.2061	12.9635	16.2384	11.5054	0.0418	-1.2688	4.7653	2.8461	6.7841	1.3312	1.3312	0.6272	0.9909	0.0091
15850	-10443.8965	-2.0332	-0.362	0.8535	18.2061	12.8434	17.002	12.6199	0.0509	-1.2201	4.5221	2.8276	6.1725	1.4221	1.4221	0.6371	0.9821	0.0179
15900	-10591.2432	-2.0573	-0.3484	0.8603	18.9847	12.8434	14.9793	12.2109	0.0631	-1.2113	3.6424	2.8424	6.5105	1.4137	1.4137	0.6423	0.9888	0.0112
15950	-10498.4805	-2.0335	-0.3609	0.8786	19.5111	14.0762	17.0609	12.224	0.0737	-1.5052	3.3178	2.8273	7.0201	1.4036	1.4036	0.6643	0.9884	0.0116
16000	-10356.3295	-2.0522	-0.3533	0.8852	17.8927	13.3766	15.6323	12.224	0.0809	-1.6238	3.0817	2.7783	6.6185	1.5067	1.5067	0.68	0.9871	0.0129
16050	-10543.9956	-2.0468	-0.3564	0.873	17.8927	12.9516	17.4923	13.6337	0.0769	-1.511	2.8986	2.7335	6.9289	1.5003	1.5003	0.6878	0.9895	0.0105
16100	-10543.3953	-1.9808	-0.3545	0.8179	19.6214	13.861	16.726	13.2077	0.1089	-1.4802	2.9383	2.7859	6.6262	1.421	1.421	0.6769	0.9877	0.0123
16150	-10449.5784	-2.0632	-0.347	0.8799	18.4319	13.9088	16.3922	12.5789	0.0853	-1.5901	2.7101	2.7349	6.7462	1.5556	1.5556	0.6852	0.9896	0.0104
16200	-10467.9884	-2.0241	-0.3675	0.8701	18.4319	14.6892	13.9435	11.3882	0.0856	-1.6034	2.6326	2.7448	6.6118	1.4829	1.4829	0.6988	0.9867	0.0133
16250	-10461.2873	-2.0892	-0.3636	0.8978	17.3731	15.1976	13.3435	12.5428	0.0853	-1.6292	2.6142	2.7501	7.393	1.6323	1.6323	0.6804	0.9926	0.0074
16300	-10475.8565	-2.0571	-0.3647	0.8806	18.5812	13.593	15.0552	12.8045	0.0736	-1.5896	2.6387	2.7418	5.8339	1.4127	1.4127	0.6616	0.9789	0.0211
16350	-10414.1255	-2.0457	-0.36	0.8757	19.2303	14.609	15.7648	11.2452	0.0796	-1.168	3.534	2.8326	5.9957	1.2611	1.2611	0.6265	0.9744	0.0256
16400	-10395.5056	-2.0615	-0.3631	0.8736	19.6672	13.5066	16.1081	12.2415	0.0727	-1.1809	3.6418	2.8563	6.7191	1.3446	1.3446	0.6317	0.9885	0.0115
16450	-10420.4504	-2.0515	-0.3568	0.8752	17.9684	13.4822	15.6538	12.452	0.0552	-1.524	3.4631	2.7464	6.6437	1.4795	1.4795	0.6657	0.9861	0.0139
16500	-10323.435	-2.115	-0.3478	0.9001	17.5859	14.0213	18.2458	12.7309	0.0661	-1.586	3.1657	2.8085	6.337	1.4665	1.4665	0.662	0.9833	0.0167
16550	-10401.6181	-2.0834	-0.3447	0.8795	19.1663	13.5692	17.5542	12.8798	0.0704	-1.3292	3.3856	2.7994	6.3182	1.3809	1.3809	0.6477	0.983	0.017
16600	-10435.4215	-2.0567	-0.3627	0.8749	19.1663	13.1316	17.2838	13.4981	0.0836	-1.3295	3.6634	2.7859	6.1942	1.4795	1.4795	0.6593	0.9874	0.0126
16650	-10374.5174	-2.0868	-0.3627	0.8832	17.9471	13.1316	17.6122	11.2813	0.0702	-1.5406	3.1428	2.7904	6.991	1.4989	1.4989	0.6637	0.9942	0.0058
16700	-10388.4972	-2.1353	-0.3511	0.8997	19.5223	15.2428	16.0438	13.2806	0.0595	-1.3513	3.6021	2.8047	6.6145	1.4298	1.4298	0.6525	0.9925	0.0075
16750	-10344.2852	-2.0387	-0.3571	0.8695	19.5223	14.4572	14.8326	13.0781	0.0943	-1.3018	3.1137	2.8648	7.1279	1.347	1.347	0.656	0.9896	0.0104
16800	-10554.2935	-2.0252	-0.3553	0.8499	18.0671	14.413	15.8916	12.029	0.0716	-1.048	3.8379	2.9217	6.7819	1.2415	1.2415	0.6122	0.9875	0.0125
16850	-10517.5215	-2.0763	-0.3428	0.8562	18.0671	13.7175	15.4952	12.029	0.0972	-1.6997	2.5236	2.7224	6.9589	1.5094	1.5094	0.7021	0.9915	0.0085
16900	-10456.6774	-2.0079	-0.3512	0.8037	20.7647	13.4979	16.0376	12.6038	0.103	-1.7132	2.4622	2.7079	5.8757	1.5468	1.5468	0.6914	0.9816	0.0184
16950	-10606.2565	-2.0686	-0.3478	0.8592	20.7519	14.1078	15.3404	12.213	0.0755	-1.5292	3.1204	2.772	6.2477	1.4851	1.4851	0.6779	0.9871	0.0129
17000	-10448.4936	-2.044	-0.3449	0.8556	17.0738	13.4181	14.9395	10.9704	0.0582	-1.521	2.7899	2.779	6.8673	1.5189	1.5189	0.6701	0.9872	0.0128
17050	-10446.553	-2.0771	-0.3505	0.8878	20.1765	13.2861	15.6347	12.0386	0.0786	-1.2528	3.5713	2.8096	6.462	1.3898	1.3898	0.6659	0.986	0.014
17100	-10420.88	-2.0496	-0.3439	0.8429	19.5268	12.7313	14.9076	11.9934	0.0534	-1.0753	4.2771	2.8123	7.592	1.507	1.507	0.6234	0.9903	0.0097
17150	-10314.2557	-2.0646	-0.349	0.8562	16.9916	12.8018	15.8915	12.5629	0.0665	-1.1892	3.8587	2.8296	6.5283	1.3806	1.3806	0.652	0.9861	0.0139
