gen	lnl	s0	s1	tau	alpha_r_library_1	alpha_r_library_2	alpha_r_library_3	alpha_r_library_4	spike_probability	inactive_mean	inactive_variance	active_mean_component1	active_mean_component2	active_variance_component1	active_variance_component2	weight_active	weight_within_active_component_1	weight_within_active_component_2
23100	-10456.9428	-2.075	-0.3634	0.8806	18.1996	12.1827	16.2539	12.6848	0.0589	-1.4192	3.3415	2.7949	6.8594	1.4525	1.4525	0.6606	0.9859	0.0141
23150	-10559.9787	-2.1011	-0.3617	0.9332	16.8238	12.1827	16.2539	13.0584	0.0606	-1.4416	3.6499	2.8732	7.5697	1.4503	1.4503	0.6586	0.9951	0.0049
23200	-10645.5167	-2.0408	-0.3519	0.8774	18.5656	14.2038	14.999	12.0256	0.0507	-1.506	3.724	2.8045	6.8903	1.4078	1.4078	0.667	0.989	0.011
23250	-10442.2912	-2.0624	-0.3569	0.8856	16.9601	14.2038	16.2902	12.0256	0.0732	-1.2352	3.8843	2.8161	7.0183	1.5256	1.5256	0.649	0.986	0.014
23300	-10511.1465	-2.0556	-0.3555	0.8791	18.7412	14.2038	17.6875	13.4487	0.0889	-1.4854	3.056	2.7519	6.9462	1.466	1.466	0.6777	0.9891	0.0109
23350	-10456.1405	-2.0699	-0.3589	0.8734	20.0743	14.2038	17.6875	13.6676	0.1016	-1.5757	2.5399	2.7192	6.9091	1.5247	1.5247	0.688	0.9884	0.0116
23400	-10401.0885	-2.0645	-0.3643	0.9051	19.5003	14.2038	15.8854	12.7663	0.0987	-1.2606	3.111	2.7821	6.6252	1.3661	1.3661	0.6576	0.9872	0.0128
23450	-10455.3597	-2.0649	-0.3509	0.8942	18.6309	13.5616	15.553	13.6389	0.075	-1.2395	3.6007	2.8263	7.5291	1.4261	1.4261	0.6491	0.9908	0.0092
23500	-10571.8197	-2.0423	-0.3459	0.8614	19.4685	13.5616	15.5903	13.0483	0.0851	-1.3851	3.2059	2.7892	6.3535	1.4153	1.4153	0.6654	0.9827	0.0173
23550	-10564.9238	-1.9939	-0.3554	0.8226	18.6681	13.1929	15.5903	11.9698	0.0727	-1.2888	3.0983	2.829	6.454	1.3763	1.3763	0.6663	0.9855	0.0145
23600	-10397.5649	-2.0423	-0.3561	0.8597	18.6681	14.2737	15.5903	13.1176	0.0823	-1.2152	4.0217	2.8239	6.7964	1.4355	1.4355	0.6422	0.9901	0.0099
23650	-10412.3729	-2.0303	-0.3676	0.8648	20.8093	14.3726	15.4229	12.7185	0.0761	-1.3623	3.5308	2.7715	6.475	1.4638	1.4638	0.6538	0.9879	0.0121
23700	-10386.0843	-2.0443	-0.3702	0.8595	19.5405	13.8744	17.6477	12.7185	0.0522	-1.3152	3.4683	2.8585	6.6541	1.2598	1.2598	0.6569	0.9858	0.0142
23750	-10389.3999	-2.0216	-0.3637	0.8072	18.9929	13.2311	17.6477	12.3633	0.0885	-1.0771	3.8685	2.8007	5.9983	1.3382	1.3382	0.6424	0.982	0.018
23800	-10610.3327	-1.9531	-0.3635	0.8033	20.3859	13.7797	16.5577	12.1877	0.0646	-1.2187	3.8107	2.8527	7.4797	1.3549	1.3549	0.6396	0.9868	0.0132
23850	-10425.0238	-1.9865	-0.3705	0.8199	18.0782	12.2646	15.2151	12.1877	0.0753	-1.465	3.3189	2.8054	6.3456	1.3817	1.3817	0.6473	0.9849	0.0151
23900	-10645.3771	-2.0357	-0.3606	0.8875	18.0782	12.2646	16.0262	12.845	0.0699	-1.4199	3.3876	2.8287	6.5004	1.4662	1.4662	0.6491	0.9854	0.0146
23950	-10636.4712	-1.9918	-0.3598	0.827	18.666	14.8121	16.0262	13.3276	0.0974	-1.5378	2.7136	2.7887	7.0448	1.4794	1.4794	0.6752	0.9885	0.0115
24000	-10415.9439	-1.9945	-0.367	0.8249	17.6163	13.8123	16.0227	12.86	0.0798	-1.4884	3.4798	2.7643	7.0228	1.4056	1.4056	0.6595	0.9845	0.0155
24050	-10599.8633	-1.9773	-0.3602	0.8272	17.6163	12.3551	16.0227	12.9911	0.0464	-1.2959	3.9147	2.9162	6.8105	1.3489	1.3489	0.6245	0.991	0.009
24100	-10664.5498	-1.9336	-0.3711	0.815	17.6163	12.3551	17.4222	11.5181	0.0472	-1.0851	4.5433	2.8813	6.5529	1.3667	1.3667	0.6294	0.9865	0.0135
24150	-10672.7824	-1.9297	-0.3627	0.8008	18.9844	12.3551	14.9551	12.429	0.0619	-1.2088	3.8389	2.8471	6.6707	1.2585	1.2585	0.632	0.9804	0.0196
24200	-10394.4146	-2.0308	-0.3691	0.8594	20.1431	13.4761	14.9551	13.0044	0.0629	-1.229	3.9728	2.8243	6.1009	1.3296	1.3296	0.646	0.9764	0.0236
24250	-10584.4056	-2.0723	-0.3561	0.8881	20.1431	13.4761	15.9295	13.0044	0.0591	-1.3598	3.5956	2.8125	6.5461	1.3977	1.3977	0.6692	0.9797	0.0203
24300	-10545.8215	-2.0442	-0.3524	0.8744	20.1819	13.4761	17.2745	12.9739	0.0653	-1.6356	3.397	2.7679	6.7169	1.4523	1.4523	0.6701	0.9862	0.0138
24350	-10490.1245	-2.0103	-0.3652	0.8432	18.5629	13.4761	15.4066	13.4582	0.0804	-1.3886	3.3068	2.7909	6.8616	1.4488	1.4488	0.6624	0.9904	0.0096
24400	-10471.1917	-1.987	-0.3712	0.8565	18.3561	14.4091	15.4066	12.5973	0.081	-1.5141	3.0823	2.7976	6.6648	1.4846	1.4846	0.6697	0.9854	0.0146
24450	-10604.8622	-1.94	-0.3635	0.7899	17.8084	13.3889	16.0893	13.8756	0.0721	-1.6233	2.9919	2.6916	7.2467	1.6909	1.6909	0.6998	0.9924	0.0076
24500	-10462.8503	-1.9605	-0.3669	0.8211	19.7988	12.7544	17.5908	12.4029	0.0901	-1.6295	2.5733	2.7335	6.9502	1.5847	1.5847	0.6991	0.991	0.009
24550	-10298.3604	-2.0599	-0.3544	0.8563	17.6592	12.7544	16.6729	12.4029	0.0802	-1.7581	2.7145	2.7692	7.5328	1.6494	1.6494	0.692	0.9929	0.0071
24600	-10519.8563	-2.0283	-0.3619	0.8629	18.899	12.6957	16.6729	12.4029	0.0755	-1.47	3.195	2.7966	7.0849	1.528	1.528	0.6708	0.9876	0.0124
24650	-10513.5733	-2.0198	-0.3559	0.8506	18.899	12.6957	16.6729	12.572	0.0712	-1.6543	3.0424	2.7419	7.2928	1.5071	1.5071	0.6897	0.9901	0.0099
24700	-10464.5641	-2.0709	-0.3482	0.8487	19.154	14.4571	16.4825	11.9551	0.0853	-1.7758	2.4783	2.6862	6.1033	1.5361	1.5361	0.7048	0.981	0.019
24750	-10428.3015	-2.0741	-0.3417	0.8242	18.1985	12.4587	15.1632	10.4777	0.0875	-1.7152	2.2917	2.7581	6.5855	1.6403	1.6403	0.7005	0.9903	0.0097
24800	-10334.582	-2.0839	-0.3396	0.8835	18.6406	12.4587	14.6616	12.4971	0.0944	-1.5693	2.7055	2.75	6.7726	1.4365	1.4365	0.6827	0.9837	0.0163
24850	-10543.0265	-2.0408	-0.3415	0.8432	17.5151	12.4587	15.0561	11.7773	0.1018	-1.5732	2.3239	2.7729	6.5275	1.5785	1.5785	0.6879	0.9917	0.0083
24900	-10413.9686	-2.065	-0.3419	0.8619	17.5151	12.1899	15.887	12.2609	0.1187	-1.6386	2.4754	2.7269	7.525	1.6265	1.6265	0.7065	0.9899	0.0101
24950	-10401.4413	-1.993	-0.356	0.7938	18.4212	11.3251	15.887	12.3132	0.0959	-1.6069	2.4284	2.6706	6.8253	1.6098	1.6098	0.7111	0.9897	0.0103
25000	-10425.4199	-2.0536	-0.353	0.8552	19.3911	12.983	16.883	11.8661	0.1006	-1.6402	2.6962	2.7116	6.9744	1.6434	1.6434	0.7041	0.9923	0.0077
25050	-10454.3093	-2.0988	-0.3471	0.8706	18.7251	12.3037	17.4564	13.4888	0.0855	-1.533	2.7409	2.7537	7.4983	1.5451	1.5451	0.686	0.9909	0.0091
25100	-10619.9014	-2.0619	-0.3461	0.8861	18.7729	13.4622	16.9616	12.9191	0.1002	-1.6114	2.6491	2.7466	7.2113	1.5571	1.5571	0.6888	0.9901	0.0099
25150	-10345.2101	-2.1171	-0.3492	0.913	18.7729	12.1366	15.376	12.4941	0.0534	-1.3817	3.4963	2.7554	6.9001	1.5346	1.5346	0.6651	0.989	0.011
25200	-10464.3284	-2.0742	-0.3455	0.9149	19.7989	13.3703	16.8026	11.4384	0.0859	-1.2797	3.4686	2.8119	6.3298	1.3629	1.3629	0.6502	0.98	0.02
25250	-10596.2491	-2.1213	-0.3427	0.9036	16.8136	12.8969	15.1709	11.2428	0.0658	-1.5452	3.1698	2.8122	6.7589	1.4692	1.4692	0.6627	0.992	0.008
25300	-10467.1477	-2.0897	-0.3428	0.8973	17.453	13.4094	15.1709	12.8695	0.0622	-1.3661	3.6073	2.8085	7.1964	1.5072	1.5072	0.6674	0.9859	0.0141
25350	-10503.3561	-2.0168	-0.3529	0.8343	19.8616	13.4094	15.7081	11.2776	0.0677	-1.4657	3.3153	2.8097	7.0039	1.4961	1.4961	0.6634	0.9906	0.0094
25400	-10423.8282	-2.0629	-0.3509	0.8518	19.2432	13.5464	15.579	11.5286	0.0568	-1.3631	3.4794	2.7899	7.0728	1.4146	1.4146	0.6602	0.9864	0.0136
25450	-10511.9808	-2.0391	-0.3562	0.8442	19.7844	13.5464	15.8895	11.8523	0.0657	-1.286	3.2564	2.8043	6.4656	1.4864	1.4864	0.6533	0.9878	0.0122
25500	-10499.6857	-2.0271	-0.3575	0.8222	19.1558	13.8563	15.6064	11.5797	0.0839	-1.4911	3.0945	2.7912	6.3058	1.3771	1.3771	0.6725	0.9796	0.0204
25550	-10439.6141	-2.0439	-0.3478	0.8482	16.0077	13.7501	15.6064	12.19	0.0811	-1.3988	2.9254	2.7899	6.5714	1.3845	1.3845	0.6595	0.9857	0.0143
25600	-10466.5988	-2.045	-0.3572	0.8759	16.9919	13.7501	15.3688	12.19	0.0604	-1.6053	2.9686	2.7345	6.3557	1.5638	1.5638	0.6857	0.9899	0.0101
25650	-10535.3022	-2.057	-0.3611	0.8756	18.4612	13.4624	17.4325	12.7781	0.0831	-1.6433	3.0892	2.7804	7.7641	1.4661	1.4661	0.6876	0.9938	0.0062
25700	-10572.8695	-1.9563	-0.3607	0.8024	18.3954	13.0203	17.8815	12.0618	0.0986	-1.3834	2.9353	2.8128	6.7982	1.4459	1.4459	0.6711	0.9848	0.0152
25750	-10501.9423	-2.0533	-0.35	0.851	18.3954	12.8625	15.9862	12.0618	0.0674	-1.5707	3.2185	2.754	6.8166	1.5751	1.5751	0.6849	0.9895	0.0105
25800	-10495.3743	-2.0302	-0.36	0.8603	17.3713	12.743	15.9862	11.8184	0.0833	-1.7434	2.4408	2.7142	7.385	1.6589	1.6589	0.7038	0.9899	0.0101
25850	-10640.5698	-2.0239	-0.3594	0.8449	17.4408	12.743	14.6028	12.1036	0.0831	-1.6788	2.3438	2.71	7.0022	1.627	1.627	0.6994	0.9899	0.0101
25900	-10444.1547	-2.026	-0.3689	0.8682	17.1002	13.1358	14.9139	11.9856	0.1224	-1.6586	2.0219	2.6931	7.1043	1.6335	1.6335	0.7116	0.9892	0.0108
25950	-10512.0039	-2.0271	-0.3593	0.8737	18.373	11.8585	14.3963	12.6767	0.1035	-1.7147	2.2025	2.6809	6.8172	1.7052	1.7052	0.7073	0.9884	0.0116
26000	-10559.9801	-2.0076	-0.3611	0.8506	18.0419	11.8585	16.018	11.2836	0.1141	-1.6308	2.0528	2.7038	6.3587	1.6714	1.6714	0.7065	0.9882	0.0118
26050	-10387.9079	-2.0009	-0.3712	0.8394	18.0419	11.8585	16.018	11.6568	0.0882	-1.7656	2.2928	2.7309	7.3108	1.6091	1.6091	0.7128	0.9944	0.0056
26100	-10455.8529	-1.994	-0.3734	0.8404	19.0325	13.2501	16.018	11.4279	0.0702	-1.673	3.0927	2.7212	8.4646	1.6097	1.6097	0.6968	0.9968	0.0032
26150	-10548.9829	-1.9554	-0.3636	0.8116	17.9513	13.2501	15.6939	12.5253	0.0497	-1.5859	2.8555	2.7918	7.3655	1.4662	1.4662	0.6829	0.9921	0.0079
26200	-10689.3762	-2.0041	-0.3448	0.8449	17.1171	12.9611	15.4271	12.5977	0.072	-1.349	3.4845	2.8152	6.9293	1.4374	1.4374	0.6507	0.9899	0.0101
26250	-10596.6568	-1.9982	-0.3435	0.7842	17.0183	12.9611	17.1474	13.0389	0.0642	-1.4612	3.153	2.7525	6.1786	1.4295	1.4295	0.657	0.9851	0.0149
26300	-10506.2402	-2.0395	-0.3366	0.83	19.5008	13.7943	16.1389	11.6112	0.0913	-1.6781	2.5426	2.7327	7.1362	1.5824	1.5824	0.6896	0.987	0.013
26350	-10429.4544	-2.0919	-0.3517	0.884	19.3126	13.7943	16.1608	11.6112	0.0929	-1.7328	2.5188	2.6923	6.3879	1.6114	1.6114	0.6962	0.9883	0.0117
26400	-10465.5727	-2.1103	-0.3309	0.8796	19.2889	12.9813	16.5334	13.8269	0.0972	-1.7704	2.3932	2.7536	7.2632	1.5997	1.5997	0.7053	0.9915	0.0085
26450	-10411.4294	-2.1298	-0.3381	0.8918	18.7198	12.9813	16.5334	13.8269	0.0786	-1.6851	2.8623	2.8062	6.9032	1.4518	1.4518	0.6792	0.99	0.01
26500	-10289.6956	-2.0386	-0.3473	0.824	18.8833	11.8124	14.8548	13.8269	0.0908	-1.6224	2.2023	2.7001	6.3652	1.5256	1.5256	0.6981	0.9842	0.0158
26550	-10369.3644	-2.0935	-0.3571	0.9091	20.3794	14.642	16.198	13.8269	0.0905	-1.5659	2.744	2.7426	6.5174	1.4959	1.4959	0.6898	0.9898	0.0102
26600	-10504.3107	-2.03	-0.3421	0.8363	20.3794	14.642	15.9832	13.3655	0.1084	-1.6106	2.5517	2.7303	7.7234	1.5564	1.5564	0.6873	0.9908	0.0092
26650	-10442.2581	-2.0832	-0.3551	0.8952	17.7456	13.2716	15.5282	13.4366	0.1189	-1.6369	2.4175	2.7309	7.2116	1.5119	1.5119	0.6936	0.9943	0.0057
26700	-10357.0709	-2.075	-0.3446	0.8708	17.7456	13.2716	15.5921	12.92	0.0725	-1.5587	2.824	2.7549	6.8541	1.4617	1.4617	0.667	0.987	0.013
26750	-10615.339	-2.048	-0.3483	0.8722	19.398	13.866	16.0764	13.1447	0.0852	-1.4767	2.8233	2.7748	6.3202	1.4625	1.4625	0.6752	0.9859	0.0141
26800	-10426.5329	-2.0712	-0.3535	0.8915	17.656	12.7041	16.0764	13.0157	0.0725	-1.2924	3.4792	2.8169	7.0065	1.4694	1.4694	0.654	0.989	0.011
26850	-10563.4284	-1.9836	-0.3571	0.8282	17.4685	12.7041	16.7904	12.0031	0.0604	-1.5648	3.1235	2.8094	6.8901	1.543	1.543	0.6657	0.9943	0.0057
26900	-10660.6746	-1.9934	-0.3578	0.8348	17.8789	12.4274	15.5592	12.0031	0.0798	-1.6225	2.7683	2.7291	6.95	1.5037	1.5037	0.6851	0.9922	0.0078
26950	-10459.6951	-2.0421	-0.3514	0.8365	17.8789	11.9814	15.5592	11.8025	0.079	-1.453	2.9834	2.7891	7.1466	1.5211	1.5211	0.6647	0.9867	0.0133
27000	-10386.8776	-2.0584	-0.3632	0.8778	17.3854	11.9814	16.4097	12.5771	0.0939	-1.3842	2.9149	2.8373	7.3809	1.4489	1.4489	0.6654	0.9871	0.0129
27050	-10570.545	-2.0375	-0.367	0.8671	17.0813	12.2091	16.2696	12.8371	0.0704	-1.4512	3.1198	2.8134	7.0203	1.5133	1.5133	0.6769	0.9893	0.0107
27100	-10430.4294	-2.0439	-0.3644	0.8759	17.566	12.5479	15.6338	12.9101	0.0696	-1.2885	3.4101	2.8053	6.4088	1.4326	1.4326	0.6472	0.9802	0.0198
27150	-10617.3593	-1.9758	-0.3545	0.8091	19.2957	12.5479	15.9248	12.9101	0.0815	-1.2765	3.467	2.8585	6.7507	1.3953	1.3953	0.6411	0.9891	0.0109
